start	end	text
4321500	4328500	крутины и внутри какой-то suspend функции есть точка приостановки и из нее вытащился cancellation
4328500	4335860	exception, то мы сломим его как в try-catch, так и в run-catching. И нам по-хорошему бы этот cancellation
4335860	4342980	exception заново отправить дальше в другие крутины, либо явно это обработать и понять, что окей,
4342980	4348100	нас кто-то решил здесь приостановить, давайте попробуем очистить ресурсы. В общем, этот API
4348100	4355220	полезный, удобный, но также с ним нужно уметь работать. И вот как в завершение того, что мы можем
4355220	4361220	использовать сами в коде без каких-то собственных костылей, это крутин exception handler. Повторюсь,
4361220	4368180	это элемент крутин контекста, он является его частью. Он обрабатывает неперехваченные исключения,
4368180	4373660	но опять же не всегда и не везде. Его нужно в нужное место, точнее так, его нужно вставить в
4373660	4378380	определенные места и тогда он будет работать. Опять же, на мой взгляд, такой некий недостаток
4378380	4388380	всего API-крутин. API нам позволяет делать слишком много всего, что не приносит нам должного профита,
4388860	4396060	или должного результата. Здесь я пишу, что если не указан в крутин scope, исключение передается
4396060	4401220	on code exception handler. Это такой handler, который у нас есть в Android, в том числе и вообще в любой
4401220	4408700	GVM. В случае с Android, этот handler просто-напросто крашнет приложение. Возможно, вы знаете,
4408700	4416220	что если мы в каком-то из потоков нашего основного процесса не отловим исключения и наш поток
4416220	4421900	полностью крашнется, то и все приложение может быть крашнуто. Нам бы не хотелось такого допускать,
4421900	4429460	поэтому лучше все же для нашего какого-то корневого крутин scope указать крутин exception
4429460	4436580	handler, который обработает вот такие неперехваченные исключения. Создать его довольно просто,
4436580	4441420	также как любой другой объект. Создаем, передаем ему финальную имплементацию того,
4441420	4446300	что делать с тем или иным исключением. Здесь в данном случае я просто печатаю текущий exception
4446300	4453740	в консоли. Как можно его использовать? И это, наверное, такой способ, который я могу хотя бы
4453740	4460860	порекомендовать, хотя бы рекомендовать к рассмотрению. Мы создаем handler, дальше мы создаем scope. Это
4460860	4466540	может быть какой-то ваш основной app scope внутри приложения, либо scope, привязанный к определенному
4466540	4473340	экрану вью модели, неважно. Дальше этому scope мы передаем supervisor job, позволяющий не отменять
4473340	4479660	наш дочерник крутины в случае чего, а также сам handler, который обработает неперехваченные
4479660	4485140	исключения. И вот если мы в такой концепции будем жить, в такой парадигме, у нас появляется
4485140	4490500	возможность на основе scope создать наш дочерник крутины, в них даже кинуть какие-то исключения,
4490500	4495780	как я это делаю в примере, кидаю runtime exception, а во второй крутине просто печатаю результат.
4495780	4503900	И здесь я получу ожидаемый результат. Я никем не обработал исключения, и оно дошло до конца,
4503900	4511220	дошло до верхушки цепочки job, дошла до крутины exception handler, и я его напечатал у себя в консоли.
4511220	4518860	А потом во второй крутине, так как благодаря нашему supervisor job, я смог не отменить ее и
4518860	4526340	благополучно напечатать в консоли результат. И это чуть ли не единственный вариант использования,
4526340	4532540	на мой взгляд, где мы и нормально используем supervisor job и handler, крутин exception handler.
4532540	4537740	В других случаях, так проспольерю, когда вы начнете чуть-чуть практиковаться, вы поймете,
4537740	4543180	что мы чуть ли не в любой крутин builder можем передать как supervisor job, так и handler,
4543180	4550780	но пользы от них будет не так много. Лучше рассмотреть и начать использование как supervisor job,
4550780	4560420	так и handler внутри крутин scope. Это будет ваш самый ротовый элемент во всей цепочке.
4560420	4566780	Вы от него, от крутин scope начнете создавать крутины и его специальным образом настроите.
4566780	4575020	Вот и тогда и крутин exception handler и supervisor job будут иметь всю свою мощь, всю свою силу внутри него.
4575020	4584060	Вот повторюсь, действительно для первой лекции, где мы погружаемся в тему крутин, отмена крутин
4584060	4589540	и обработка ошибок это чуть ли не самые сложные вещи, на мой взгляд. Их сложно понять сходу,
4589540	4595540	и нужно чуть-чуть практиковаться, может быть даже посмотреть не один доклад с объяснением и
4595540	4601780	почитать хорошо документацию. Надеюсь хотя бы какую-то базу сегодня я смог рассказать и
4601780	4607700	стало чуточку понятнее. Вот это наверное моя главная задача на сегодня. Ну что еще есть? Есть
4607700	4615540	dispatcher. Мы не раз, ну и я не раз упоминал его. Он нужен для, он тоже является крутин контекст
4615540	4623380	элементов, он необходим для переключения потоков. Его особенность в том, что мы его, вот его-то мы
4623380	4629020	можем практически везде передавать, и он действительно будет влиять практически всегда на поведение
4629020	4635140	крутин. Мы его можем передавать при создании крутин или с помощью крутин скоп функций, как vis
4635140	4643060	context, покажу на примере. Там мы также можем передать dispatcher и явно сказать в текущей
4643060	4647820	сопрограмме, в текущей крутине на каком пуле потоков, либо на конкретном потоке нужно исполняться.
4647820	4656060	Вот в данном примере я создаю с помощью крутин скопа свою новую крутину. Там я пытаюсь тысячу раз
4656060	4663020	запустить новые крутины, причем в каждой крутине делаю возможность запуститься на dispatcher с IO. То
4663020	4669340	есть я и явно говорю вот крутина создайся пожалуйста и выполняйся в определенном пуле потоков,
4669340	4679500	которые соответствуют dispatcher с IO. Это просто такое явное обозначение, что крутина, у меня есть
4679500	4685180	пул потоков из dispatcher с IO, используй его. Здесь я использую те инструменты, которые мы с вами
4685180	4690180	рассматривали на предыдущей лекции, вытаскиваю ими текущего потока, ну и соответственно могу
4690180	4697380	увидеть, что там top worker 1, top worker 4, top worker 3 печатаются. То есть мы наши тысячи крутин
4697380	4705380	запустили на пуле потоков и дальше печатаем текущее имя потока внутри них. А крутин скоп функцию,
4705380	4711580	которую я упинул ранее, viscontext, это можно также использовать для переключения потоков. Очень
4711580	4718380	полезная функция используется не только для dispatchers, но часто вы можете увидеть ее использование
4718380	4725860	только вот в таких вот конкретных сценариях. Здесь я уже внутри текущей крутины сначала печатаю имя
4725860	4736140	потока, а потом с помощью viscontext меняю dispatcher на IO и печатаю уже поток, имя потока внутри новой
4736140	4743140	свежесозданной крутины. Здесь я получаю сначала first main, потому что я на основном потоке запустил
4743140	4751180	мою родительскую крутину, а потом свежесозданную я уже запускаю на dispatcher с IO и получаю default
4751180	4760940	dispatcher. Здесь, к слову, можно заметить, что у нас есть определенный пул потоков для IO,
4760940	4766380	для dispatchers default и они может быть даже местами будут переиспользоваться, такое тоже возможно.
4766380	4773180	Более того, вы можете указать свой dispatcher, создать его и передавать внутри функции, и это супер
4773180	4779500	полезное свойство, так нужно делать. Обычно мы абстрагируем передачу dispatchers с помощью
4779500	4785220	определенных интерфейсов для чего? Чтобы потом при тестировании их подменять. Обычно сами мы
4785220	4790980	никогда не вызываем статичные функции dispatcher с IO, dispatcher default или dispatcher с main, а передаем
4790980	4797700	свою абстракцию над ними свой какой-то интерфейс, предоставляющий нужные конкретные реализации
4797700	4805060	наших плов. Опять же, для того чтобы подменить в тестах и передать нужную реализацию дальше.
4805060	4812580	Как бы мы могли работать с main потоком? Помните, у нас одна из основных проблем была в том,
4812580	4818500	в предыдущей лекции, что мы сначала выполняем что-то в background в потоке, а потом хотим вернуться на
4818500	4825580	основной поток. Это делается, например, так. Мы вызываем функцию visContext и передаем dispatcher.main.
4825580	4830700	В Android реализации, то есть вот крутины, они могут использоваться не только в Android, но и на
4830700	4838140	обычных GVM. И вот dispatcher с main там будет разный. В случае с Android мы будем использовать
4838140	4845740	нативный Android поток, вот main thread, который мы разбирали на прошлой лекции. И здесь мы явно
4845740	4853580	декларируем, что нашу функцию showUser всегда надо вызывать на dispatcher с main, и все содержимое
4853580	4859740	внутри visContext будет выполнено на main потоке до тех пор, пока мы явно сами не переключим этот
4859740	4870900	dispatcher на другой. Но что стоит помнить? Практически я это еще сегодня не упоминал. Это работа
4870900	4876780	со разделяемыми ресурсами. Помните, опять же, в предыдущей лекции это была чуть ли не главная
4876780	4883060	проблема по работе с потоками. Нам нужно уметь правильно читать и записывать в разделяемый
4883060	4888700	ресурс. В случае с крутинами большинство проблем решено за нас. Вот если бы мы создавали какие-то
4889580	4901340	функции внутри suspend функции и работали с локальными переменами, то вся магия по видимости наших
4901340	4911660	элементов, по атомарности изменений решалась самим фреймворком крутин и компилятором. Но в случае
4911660	4917340	если мы работаем явно с каким-то разделяемым ресурсом вне текущих крутин, как на слайде,
4917340	4923900	где у меня просто где-то в стране объявлен каунтер, просто какой-то разделяемый ресурс, и дальше мы
4923900	4930060	внутри своих крутин, своих дочерних крутин пытаемся с этим разделяемым ресурсом начать
4930060	4935620	работать, то у нас могут возникнуть проблемы ровно такие же, как при работе с потоками. То есть,
4935620	4941260	представьте, что наши крутины работают на каком-то пыле потоков, соответственно, этих потоков может
4941260	4947740	быть не один, а несколько, и нам нужно уметь заменеджить состояние нашего разделяемого
4947740	4954500	ресурса между этими потоками. Здесь на слайде я что делаю. Есть функция Massive Run, где я вызываю
4954500	4960460	какой-то action довольно много раз, тысячу раз я создаю крутин, и внутри каждой крутины тысячу
4960460	4968060	раз прогоняю этот action, переданной мне в Massive Run. А в самом Massive Run я пытаюсь инкриментировать
4968060	4975220	мою переменную, мой разделяемый ресурс, текущий свойство Counter. То есть, это такой счетчик,
4975220	4983700	который я хочу заинкриментить кучу раз в тысяче крутин по тысяче раз. И если я такое вызову,
4983700	4991940	причем на DispatchersDefault, то есть на пыле потоков, состоящем из не одного потока, а из нескольких,
4991940	4998540	я получу не то число, которое ожидаю. Ровно по тем же причинам, что у меня нет возможности никак
4998540	5005460	синхронизировать данные. В текущем коде нет явных признаков о том, что я хочу синхронизировать
5005460	5010820	доступ к Counter. И мне нужно использовать те инструменты, которые мы с вами разбирали. Это
5010820	5018340	Atomiki из Util Concurrent. Это Thread Confirmant, это определение, что мы работу с разделяемым ресурсом
5018340	5026580	выделяем в отдельный один поток, в котором нам уже не нужно переживать о том, что там есть
5026580	5032700	проблемы с видимостью, есть проблемы с атомарностью изменений и так далее. Ну есть Karoutine Mutics,
5032700	5041620	который очень похож на то, что мы использовали на предыдущей лекции с локами. Давайте рассмотрим
5041620	5047980	его чуть отдельно. У нас есть возможность его создать, у нас есть возможность также вызвать его
5047980	5056220	и выполнить какую-то логику, как вот с синхроной секцией, также и тут. Мы у Mutics вызываем VizLog
5056220	5062340	и выполняем какую-то функцию внутри него, какую-то логику внутри него. Главная особенность,
5062340	5069700	главное отличие обычно вот этого Mutics из Karoutine по сравнению с Mutics или с локом из обычных
5069700	5077220	потоков в том, что он не является reentrant. Помните такое свойство лока, позволяющее нам заходить в ту
5077220	5081940	же критическую секцию под тем же локом, точнее так заходить в критическую секцию под тем же локом,
5081940	5088100	который мы уже и так держим. Вот здесь на примере у меня есть функция Do Some Operation,
5088100	5093540	которая под локом вызывает функцию Do Some Other Operation, которая также под этим же локом пытается
5093540	5099380	что-то сделать. Так вот в случае использования Mutics из Karoutine у нас так сделать не получится,
5099380	5105620	мы засаспендимся навсегда при вызове Do Some Other Operation, потому что у нас нет возможности
5106020	5111900	заново зайти в ту же критическую секцию под тем же локом. Тут это стоит учитывать,
5111900	5117220	ну и в принципе, наверное, не проектировать IP так, чтобы у вас была потребность несколько раз
5117220	5126060	обращаться к одному и тому же Mutics внутри критических секций. И здесь мы словим определенный
5126060	5134100	deadlock. Опять же, здесь, наверное, я бы приостановился, мы обсудили с вами довольно много важных тем,
5134100	5138700	как отмена Karoutine, так и работа с включениями. Дальше нам предстоит чуть-чуть ознакомиться с
5138700	5147980	поддержкой Jetpack и рассмотреть немножко Flow и Channels. Грубо говоря, там две части мы уже с
5147980	5153100	вами довольно хорошо обсудили, давайте попробуем поотвечать на вопросы. Они, наверное, уже скопились.
5153100	5160700	Что заставляет Karoutine запуститься после отработавшего delay? Она же не может запустить
5160700	5170100	сама себя. Да, как раз прошу вас посмотреть, даже, наверное, доклады по ссылке, которую я приложил,
5170100	5178340	вы увидите в конце лекции. Там это объясняется. Как раз-таки компилятор за нас придумает и
5178340	5187100	реализует такую схему, позволяющую с помощью обьекта класса continuation заново вызвать нас и
5187100	5195380	восстановить тот стэк методов, который мы до этого прихранили. Сейчас это, мне кажется, я довольно
5195380	5201900	долго буду объяснять всю концепцию, пожалуйста, лучше посмотрите целый доклад про это. Но действительно,
5201900	5207300	сама по себе Karoutine себя заново не запустит. Это точно так. То есть мы с помощью компилятора
5207300	5212620	создаем такую магию и с помощью обьекта класса continuation позволяем нам возобновить работу.
5212620	5217580	Как выглядит место в коде, где происходит приостановка и переход к другому коду,
5217580	5221580	например, к отрисовке UI? Используются какие-то возможности, которые уже были в лекции рассказаны?
5221580	5229100	Как выглядит место в коде, где происходит приостановка? Может быть тоже такой нюанс и
5229100	5237540	особенность работы Karoutine, что если вы смотрите на код, может быть, на GitHub, на GitLab или еще где-то,
5237540	5244460	на pull request, где нет нормальной подсветки синтаксиса, то просто посмотрев на функцию,
5244460	5250740	у вас практически не будет возможности понять, что мы там находимся с suspend, кроме того,
5250740	5258020	что вы посмотрите на сигнатуру метода и увидите suspend модификатор в названии. Либо какие-то
5258020	5264500	ключевые функции типа delay, yield или еще что-то, которые явно говорят о том, что мы сейчас находимся
5264500	5273180	внутри suspend функций. В наших средах разработки типа Android Studio, типа IntelliJ IDE, там есть явное
5273180	5279980	обозначение, что есть suspend функция, и она слева напротив строчки кода будет обозначать,
5279980	5287500	что у нас здесь Karoutine может быть приостановлено. Что это значит? Представим, что у нас есть большая
5287500	5294260	suspend функция, и внутри нее мы видим такой значочек, типа вот api.fetchstudent, и там напротив нее
5294260	5298860	есть значочек приостановки. Это не значит, что мы прям при вызове fetchstudent приостановимся,
5298860	5306820	это скорее говорит о том, что внутри fetchstudent мы дойдем до места, где Karoutine полностью остановится,
5306820	5315780	и дальше вот мы вот это состояние прихраним, где-то захешируем, где-то положим на полочку,
5315780	5323380	а потом возобновим работу ровно в том месте. И так вот по цепочке, по стеку вызовов мы вернем
5323380	5328340	результат обратно к нашему клиенту, клиентской части, там где мы вызываем fetchstudent у api.
5328340	5334420	Вот подход примерно такой. Вся магия с тем, что мы стек вызовов прихраниваем с помощью
5334420	5341300	continuation, возобновляем работу, и там вообще используется стейт-машина с флажочками,
5341300	5347420	со стейтами, и мы в коде поймем, на каком этапе мы приостановились, и как в стейт-машине перейдем
5347420	5353260	на нужный индекс, на нужный этап работы нашей функции. То есть как бы наша функция и каждая
5353260	5358740	suspend точка, она будет помечаться для стейт-машины, которую создаст сам компилятор. Опять же вот
5358740	5365300	эту механику, если вам это интересно, можете отдельно подробно изучить, я приложил ссылку на доклад.
5365300	5372860	Вот, к примеру, мы берем какие-либо данные из базы данных по типу activity. Так, что будет
5372860	5383140	лучше передавать контекст к рутине? Сейчас, секунду, вопрос довольно сложно сформулирован,
5383140	5393780	я не могу сходу понять, о чем речь. Что будет лучше передавать контекст? Вкратце, ладно,
5393780	5400500	там вопрос про то, как мы будем использовать крутины в связке с репозиториями, с view-моделями
5400500	5406060	и так далее. Чуть позже на слайдах я покажу пример того, как бы я хотел, например, видеть
5406060	5414980	обычный дефолтный репозиторий, view-модель и так далее в контексте работы с крутиными. Надеюсь,
5414980	5419940	я смогу ответить на ваши вопросы именно там. Если использовать In-Chore Active, то где проводить
5419940	5426460	очистку ресурсов? Здесь, наверное, предполагается, что нам очищать-то ничего особо не надо. То есть,
5426460	5436020	если In-Chore Active мы называем, то мы ожидаем, что мы кинем исключение в случае вызова этой функции и
5436020	5444900	одновременно отмены данной крутины. Может быть, также через strike edge словить, но я бы так,
5444900	5448900	наверное, даже не делал. Может быть, просто вызову тогда флажочек, проверил, что из In-Chore Active и
5448900	5456220	погнали дальше. In-Chore Active это скорее прокейс, когда мы хотим явно сразу оборвать всю работу,
5456220	5463580	и быстро дойти через исключение, пробросить исключение выше по стеку вызовов и закончить
5463580	5469780	работу тут. И не писается бесконечный флс. Может быть, даже для читаемости это будет лучше.
5469780	5477940	Если в текущем потоке запустить через лаунж две крутины подряд сложными вычислениями непрестанавливаемыми,
5477940	5483900	то они будут последовательно выполняться. It depends зависит от того, как крутины настроены,
5484020	5489420	но по факту да. Если вы сделаете так, что эти крутины будут выполняться на одном потоке,
5489420	5494100	то никакой магии не произойдет. У вас поток всегда будет загружен какими-то вычислениями в одной
5494100	5500940	крутине, и это может повлиять на работу крутины номер два. Если все же у вас шарится какой-то
5500940	5507420	пул потоков и есть возможность распараллелить работу в этих двух крутинах, то как будто они
5507420	5516140	могут жить и рядом вместе. Если на одном потоке, то как будто бы да. У вас работа одной крутины
5516140	5525780	может повлиять на другую. Если так, это я прочитал, супервизор Job имеет смысл использовать только при
5525780	5532420	малой вложенности крутин. Скорее его нужно, на мой взгляд, уже так по практике, его нужно декларировать
5532420	5539060	как можно выше, желательно в крутинскопе, как я это указал на слайде. В общем, там нужно понимать,
5539060	5544460	что вы делаете в других кейсах, и я их специально не приводил сейчас здесь на слайде, как будто бы
5544460	5550180	только усложнил понимание того, как устроен супервизор Job. На мой взгляд, это непростая штука,
5550180	5556780	и нужно еще отдельно про него почитать и с ним попрактиковаться. А вот супербазовый пример,
5556780	5564940	тот пример, в котором я уверен, я привел на слайде. Немножко запутался MainThread и UITread.
5564940	5572020	UITread – это ведь одно и то же, но в моем контексте точно да. Есть MainThread, его еще называют UITread
5572020	5580860	на Android. Те примеры, которые я запускаю и привожу на слайдах, это скорее какие-то консольные программы,
5580860	5589100	они не привязаны к какому-то Android, и тут я имею в виду, что есть вот MainThread обычный из консольной
5589100	5597340	программы. Но если бы я запускал те же самые крутины внутри MainThread, то это был бы UITread из Android.
5597340	5605580	Так, наверное, ответил на все, что мне пришло. Давайте продолжим и закончим с нашей темы по
5605580	5614300	крутинам. На сегодня быстренько пройдемся по Jetpack поддержке и по Flow. Думаю, и так сегодня
5614300	5621620	довольно много информации прозвучало. Как я уже говорил ранее, не один раз в Jetpack есть поддержка,
5621620	5628860	крутин. Это очень круто. Это нам как разработчикам позволяет не сильно париться насчет
5628860	5633700	реализации своих каких-то концепций, как, например, нам бы пришлось делать Executor
5633700	5640460	Service. Даже мы понимаем, что такое Executor Service, умеем им пользоваться, но чтобы сделать это грамотно,
5640460	5648780	правильно, в контексте Android и обработать всевозможные проблемы с отменой, с переворотом
5648780	5654940	экрана, с сменой всего контекста внутри Activity. В общем, как будто бы много кейсов, которые нам
5654940	5661460	стоит учитывать и хорошо организовать работу Executor Service, не так уж и просто. А тут за нас уже
5661460	5667900	продумали многие вещи, добавили поддержку ViewModels, добавили поддержку Lifecycle Scope. Давайте попробуем
5667900	5676540	рассмотреть, что у нас есть уже из коробки при использовании обычного Android X пакета и набора
5676540	5683020	библиотека TUDO. У нас есть возможность использовать ViewModel. Я вообще, наверное, у вас еще не было
5683020	5690100	лекций по архитектуре и так далее. Наверное, еще до конца обсуждали те возможности, которые
5690100	5697020	есть JPEG. Но так вот на скидку скажу, что ViewModel довольно прикольная штука, позволяет вам хранить
5697020	5702700	внутри нее много информации о текущем экране, вообще хранить сам стейт экрана и дает возможность
5702700	5711580	переживать жизненный цикл Activity либо фрагмента, который сейчас находится непосредственно на самом
5711580	5718620	экране. И вот у нас есть поддержка, у текущей ViewModel поддержка крутин, имею ввиду. И у каждой
5718620	5726540	ViewModel можно дернуть ViewModel Scope, который, мне кажется, по факту чуть ли не всю реализацию тут сейчас приведу
5726540	5735420	на слайде, делает примерно то же самое, что мы с вами писали чуть ранее. Сам создает крутин Scope явно,
5735420	5743820	привязывает его к текущему инстанцию ViewModel и к его жизненному циклу ViewModel. И у нас есть
5743820	5750500	возможность в рамках ViewModel Scope, а соответственно и в рамках жизни ViewModel запускать крутины. И из
5750500	5756180	коробки у нас уже появится возможность отмены крутин. В том случае, когда ViewModel полностью
5756180	5763500	уничтожится и вызовется метод onClear at у ViewModel, мы отменим текущий ViewModel Scope и отменим все
5763500	5769980	эти чернику-рутины, которые еще не завершили свою работу, что очень удобно. И только благодаря
5769980	5778020	этому уже можно пользоваться default ViewModel Scope из коробки из Android Jetpack. Как бы это могло
5778020	5784100	выглядеть на каком-то нашем примере? Вот я здесь создал Yandex ViewModel, передаю ему опишку, с которой
5784100	5792780	наша ViewModel работает. Дальше внутри своей функции, в данном случае это Face Student, я на ViewModel Scope
5792780	5799900	запускаю свою новую крутину и хожу в API. Причем дальше там могу вызвать UpdateState,
5799900	5805940	поработать со стейтом экрана, неважно. Но главная фишка, главная идея, это то, что я использую
5805940	5811540	ViewModel Scope для создания крутины. И в случае, если моя ViewModel, в данном случае Yandex ViewModel,
5811540	5819260	уничтожится и захочет очистить ресурсы, моя дочерняя крутина с походом в API отменится сама,
5819260	5827260	вот что прикольно. Мы можем сами создать свой Scope в случае, если мы, ну знаете, это привожу
5827260	5834540	пример для каких-то кастомных классов, похожих на ViewModel. У нас в Yandex такой используется,
5834540	5840900	поэтому приведу пример и такого варианта. Здесь мы явно сами ручками создаем крутин Scope,
5840900	5847100	передаем ему DispatchersMain, чтобы мы по дефолту запускали задачи на Main потоке. Здесь ничего
5847100	5853180	страшного в принципе нет. Благодаря тому, что наши крутины не блокируют поток, а приостанавливают
5853180	5859180	свое выполнение и дают возможность потоку выполнять что-то еще, не сильно аффектит Main
5859180	5865940	поток. И мы многие, особенно какие-то базовые операции типа там, обнови переменную, обработай
5865940	5870260	какое-то действие пользователя, обнови стейт, можем спокойно вызывать на Main потоке, это не
5870260	5874940	блокировка на несколько сотен миллисекунд в ожидании ответа от API. Такого не произойдет,
5874940	5885260	и благодаря этому мы в принципе часто можем безопасно работать с данными внутри Main потока
5885260	5891940	с использованием Dispatchers.main. И тут я еще передаю Supervisor Job явно для того, чтобы не отменять
5891940	5898780	какие-то свои дочерние крутины в случае, если мы получили ошибку в одной из них. В OnCreate я
5898780	5907540	запускаю задачку, что-то там пытаюсь получить, а в OnClear это как раз из библиотеки функция callback,
5907540	5913900	которая будет дергаться, когда наша viewmodel уничтожается. Я беру текущий скоп, беру крутин
5913900	5919260	контекст из него и отменяю все дочерние крутины. Вот примерно то же самое происходит и во view
5919260	5924380	модели, которая приходит из коробки из Android Jetpack. Можете даже в этом убедиться, сами
5924380	5931820	посмотрите. Но повторюсь, используйте пожалуйста viewmodel, хороший класс замена
5931820	5938380	всевозможным презентером из MVP-архитектуры, каким-то своим кастомным классом, который могут
5938380	5945380	пережить жизненный цикл всей активе телефрагмента. Мне кажется, довольно удобный класс, дающий много
5945380	5952820	преимуществ, плюс еще из коробки у нас есть возможность использовать крутины, что тоже классно.
5952820	5961020	Есть еще lifecycle scope, у самих классов типа Activity фрагмента они являются lifecycle
5961020	5968140	owner, у них можно вытащить на основе lifecycle owner lifecycle scope. Этот lifecycle scope я бы
5968140	5976940	использовал для каких-то UI-ных крутин. В случае, если мы хотим обработать какое-то действие на
5976940	5981820	экране и запланировать какую-то задачу на самом UI, мы можем использовать lifecycle scope для этого.
5981820	5988500	Либо, что мне кажется самый частый кейс, это использовать lifecycle scope для запуска и для
5988500	5998100	дальнейшей подписки на изменение стейта lifecycle и подписки на стейт экрана. Сейчас довольно
5998100	6003880	популярный подход в Android разработке, где во view модели у нас хранится стейт экрана в виде
6003880	6011960	state flow. Чуть позже мы посмотрим, как это может выглядеть. Наш UI в виде Activity или фрагмента только
6011960	6018320	в определенные нужные моменты, когда этот UI активен доступен, подписывается на этот стейт из
6018320	6024280	view модели. Выглядит это всегда примерно так, как я показал на слайде. То есть, мы вызываем специальную
6024280	6031340	функцию repeat life cycle started у самого lifecycle. Перед этим все это дело вызываем, так как это
6031340	6038100	suspend функция. Все это дело перед этим вызываем с помощью новой свежесозданной корутины на основе
